1.0436,1.0216,2.9618,0.5992,2.9183,0.3747,0.9713,9.2757,1.0135,0.3816,4.3169,0.1912,0.5072,13.7210,0.5171,1.5281,1.7361,1.4772,0.7623,1.7706,0.3902,1.0132,2.8704,1.0553,3.0527,0.3632,0.6059,4.5156,0.1896,0.3859,0.3807,1.1717,0.7144,0.5060,1.8994,0.2248,1.5246,0.6649,0.1290,2.9882,0.3472,0.0822,1.4642,0.8465,0.3929
1.0888,1.0548,4.2749,0.7189,1.8591,0.7855,1.1051,3.0320,1.6081,0.4407,2.9332,0.3058,0.5788,4.7839,0.6260,1.7504,0.8790,1.1034,0.6983,1.7972,0.5001,0.9171,2.7627,1.0240,2.7735,0.5076,0.6761,4.3759,0.2659,0.4144,0.2577,1.0799,0.9280,0.3385,1.6601,0.5690,1.0236,0.9419,0.3757,2.6295,0.4933,0.2303,1.6076,0.8051,0.3988
0.8821,0.9242,4.4422,0.7151,1.8820,0.9007,1.0902,2.6707,1.7198,0.4069,3.1934,0.3180,0.5307,4.5318,0.6071,1.6499,0.9189,1.2363,0.6578,1.9612,0.4906,0.8579,2.9902,0.9367,2.6670,0.6063,0.7593,4.5254,0.2951,0.4321,0.2513,1.2506,0.7576,0.3277,1.9068,0.5339,1.0187,0.9364,0.4328,2.8857,0.4558,0.2463,1.8705,0.7422,0.3733
1.0143,1.0085,3.6799,0.6434,1.9488,0.7401,0.9622,2.8662,1.4106,0.4018,3.0501,0.3174,0.5239,4.4860,0.6050,1.6193,0.9022,1.1692,0.6988,1.7515,0.5553,0.9112,2.6191,1.0583,2.8163,0.5267,0.6714,4.4079,0.2868,0.4192,0.2972,1.1097,0.9052,0.3876,1.6593,0.6155,1.1978,0.8587,0.3904,2.7926,0.4676,0.2438,1.5965,0.8142,0.4176
1.0839,1.0442,3.3742,0.6973,2.8785,0.4990,1.1571,11.1844,1.2137,0.4245,4.3464,0.2332,0.5619,16.8877,0.5671,1.7065,2.4977,1.5633,0.7676,1.9039,0.4377,1.0161,3.1595,1.0645,3.0859,0.4673,0.6848,4.6595,0.2269,0.4169,0.3435,1.2076,0.6809,0.4547,2.0039,0.1753,1.3809,0.7269,0.1127,2.9553,0.3530,0.0686,1.5744,0.8058,0.3668
1.1055,1.0580,3.5821,0.6980,2.3159,0.6838,1.0981,3.9530,1.3817,0.4314,3.5217,0.3071,0.5675,6.0112,0.6206,1.7226,1.1474,1.3584,0.7494,1.8440,0.5575,0.9860,2.9010,1.1265,2.9926,0.5537,0.7113,4.5507,0.2862,0.4396,0.3181,1.1461,0.8293,0.4186,1.8031,0.4859,1.2704,0.8237,0.3068,2.8285,0.4257,0.1896,1.5582,0.8131,0.3928
1.1108,1.0628,3.7567,0.7018,2.0844,0.7254,1.0764,3.2826,1.4412,0.4394,3.1904,0.3141,0.5783,5.0244,0.6241,1.7610,0.9701,1.2240,0.7401,1.8093,0.5530,0.9741,2.7751,1.0987,2.9661,0.5358,0.6941,4.5400,0.2879,0.4346,0.3015,1.1123,0.8976,0.3969,1.7060,0.5700,1.2085,0.8698,0.3601,2.7910,0.4673,0.2255,1.5853,0.8241,0.4082
1.0378,1.0223,3.9881,0.7201,2.0770,0.7809,1.1195,3.2875,1.5352,0.4328,3.2828,0.3164,0.5676,5.1961,0.6220,1.7459,1.0174,1.2637,0.7163,1.8837,0.5316,0.9394,2.9284,1.0451,2.8895,0.5734,0.7251,4.5670,0.2907,0.4358,0.2839,1.1658,0.8270,0.3723,1.8123,0.5225,1.1452,0.8920,0.3625,2.8264,0.4523,0.2179,1.6822,0.7882,0.3866
0.9902,0.9941,4.2949,0.7450,2.0309,0.9032,1.1449,2.9841,1.7314,0.4328,3.3040,0.3401,0.5651,4.8547,0.6520,1.7170,1.0209,1.3320,0.6966,1.9510,0.5453,0.9096,2.9983,1.0454,2.7638,0.6305,0.7865,4.4964,0.3112,0.4569,0.2639,1.2063,0.7849,0.3445,1.8539,0.5342,1.0469,0.9075,0.4019,2.7802,0.4479,0.2334,1.7339,0.7585,0.3780
1.0258,1.0116,3.3062,0.6886,2.9454,0.5750,1.1532,11.0359,1.2395,0.4129,4.4666,0.2668,0.5429,16.7353,0.5751,1.6573,2.9107,1.6745,0.7531,1.9045,0.4935,0.9902,3.1895,1.0637,3.0229,0.5547,0.7140,4.5840,0.2612,0.4282,0.3454,1.2414,0.6352,0.4542,2.0791,0.1695,1.3865,0.7141,0.1138,2.9881,0.3362,0.0682,1.6157,0.7884,0.3581
0.9657,0.9803,4.5577,0.7206,1.7896,0.8486,1.1050,2.7964,1.6879,0.4263,2.9567,0.3016,0.5591,4.6201,0.5998,1.7267,0.8603,1.0950,0.6681,1.8658,0.4656,0.8762,2.8613,0.9261,2.7063,0.5328,0.6910,4.4712,0.2696,0.4088,0.2422,1.1520,0.8457,0.3176,1.7667,0.5412,0.9810,0.9677,0.4038,2.7607,0.4896,0.2389,1.7881,0.7759,0.3857
1.1007,1.0626,4.4016,0.7727,2.0036,0.8717,1.2122,3.3380,1.7190,0.4615,3.1681,0.3327,0.6070,5.2779,0.6562,1.8396,1.0452,1.2373,0.7201,1.9065,0.5378,0.9471,2.9906,1.0605,2.8704,0.5922,0.7446,4.5386,0.2966,0.4447,0.2587,1.1347,0.8572,0.3402,1.7800,0.5145,1.0311,0.9440,0.3612,2.7014,0.4727,0.2157,1.6713,0.7855,0.3807
0.9601,0.9764,3.9062,0.6748,2.0345,0.7500,1.0339,3.1954,1.4693,0.4021,3.2786,0.3021,0.5223,5.1494,0.5919,1.6469,0.9887,1.2332,0.6844,1.8510,0.5057,0.8891,2.8362,0.9907,2.8034,0.5446,0.6963,4.5178,0.2751,0.4149,0.2824,1.1764,0.8033,0.3668,1.8025,0.5115,1.1566,0.8651,0.3595,2.8712,0.4370,0.2142,1.7153,0.7740,0.3889
0.9736,0.9865,3.3621,0.6004,2.0388,0.6773,0.8911,2.9356,1.2638,0.3807,3.1610,0.3081,0.4953,4.5513,0.5749,1.5672,0.9169,1.1882,0.7058,1.7259,0.5638,0.9183,2.5613,1.0520,2.9056,0.5160,0.6488,4.5048,0.2868,0.4113,0.3254,1.1285,0.8853,0.4235,1.6747,0.6149,1.3399,0.8103,0.3792,2.9454,0.4504,0.2404,1.6098,0.8249,0.4272
0.9593,0.9771,3.7289,0.6712,2.2687,0.5207,1.0717,4.5107,1.2811,0.3986,3.6183,0.2176,0.5220,7.1941,0.5354,1.6340,1.0046,1.2431,0.6965,1.8704,0.3733,0.9120,2.9864,0.9184,2.8548,0.4170,0.6426,4.5531,0.2031,0.3816,0.2979,1.2002,0.7388,0.3901,1.9164,0.3716,1.2210,0.8253,0.2600,2.9218,0.4020,0.1544,1.7032,0.7776,0.3720
1.0381,1.0228,3.9731,0.7086,2.0498,0.7696,1.0909,3.2714,1.5127,0.4281,3.2375,0.3129,0.5589,5.1670,0.6151,1.7427,1.0009,1.2326,0.7104,1.8572,0.5270,0.9274,2.8590,1.0359,2.8918,0.5538,0.7071,4.5674,0.2837,0.4272,0.2824,1.1497,0.8404,0.3687,1.7698,0.5266,1.1496,0.8831,0.3594,2.8273,0.4524,0.2171,1.6787,0.7887,0.3924
0.9958,1.0009,5.2724,0.7737,1.6645,0.8586,1.1817,2.6320,1.8690,0.4548,2.7746,0.2717,0.5970,4.3873,0.5914,1.8542,0.7145,0.9835,0.6630,1.8801,0.3941,0.8703,2.8718,0.8578,2.7032,0.4677,0.6665,4.5060,0.2363,0.3918,0.2096,1.1269,0.8722,0.2752,1.7213,0.5516,0.8546,1.0350,0.4285,2.7008,0.5229,0.2519,1.8620,0.7716,0.3848
1.1022,1.0584,3.7626,0.6939,2.0465,0.7609,1.0437,3.0615,1.4701,0.4351,3.1412,0.3285,0.5693,4.6991,0.6348,1.7483,0.9502,1.2273,0.7342,1.7971,0.5772,0.9605,2.7029,1.1153,2.9499,0.5466,0.7022,4.5278,0.2981,0.4403,0.2995,1.1062,0.9087,0.3918,1.6638,0.6074,1.2034,0.8605,0.3824,2.7871,0.4693,0.2398,1.5862,0.8204,0.4169
0.9805,0.9891,4.4770,0.7362,1.9257,0.8433,1.1482,3.2685,1.6507,0.4292,3.1643,0.3061,0.5592,5.3709,0.5993,1.7817,1.0117,1.1667,0.6781,1.9113,0.4795,0.8835,2.9808,0.9386,2.8148,0.5615,0.7047,4.6254,0.2735,0.4108,0.2489,1.1760,0.8044,0.3243,1.8340,0.4739,1.0331,0.9420,0.3559,2.8459,0.4588,0.2075,1.8171,0.7596,0.3738
1.0771,1.0473,4.1503,0.7151,1.9091,0.7963,1.0917,3.0036,1.5869,0.4391,3.0044,0.3162,0.5764,4.7267,0.6302,1.7503,0.9069,1.1487,0.7069,1.8117,0.5236,0.9279,2.7658,1.0433,2.8177,0.5307,0.6927,4.4342,0.2802,0.4253,0.2680,1.0993,0.9083,0.3518,1.6782,0.5773,1.0684,0.9206,0.3833,2.6905,0.4860,0.2353,1.6250,0.8060,0.4022
1.0300,1.0177,3.9589,0.7259,2.1552,0.7773,1.1375,3.4714,1.5281,0.4323,3.4101,0.3162,0.5665,5.4927,0.6216,1.7493,1.0785,1.3163,0.7198,1.9123,0.5328,0.9431,2.9967,1.0474,2.9125,0.5884,0.7382,4.6083,0.2930,0.4396,0.2877,1.1876,0.7957,0.3769,1.8610,0.4940,1.1640,0.8788,0.3482,2.8618,0.4376,0.2074,1.6983,0.7804,0.3801
0.9997,1.0014,4.7490,0.7610,1.8777,0.8748,1.1961,3.2571,1.7498,0.4407,3.0988,0.3044,0.5757,5.3753,0.6089,1.8136,0.9901,1.1418,0.6754,1.9248,0.4658,0.8822,3.0253,0.9316,2.7794,0.5573,0.7092,4.5870,0.2682,0.4107,0.2347,1.1647,0.8160,0.3066,1.8306,0.4704,0.9659,0.9763,0.3581,2.7756,0.4699,0.2074,1.8141,0.7564,0.3685
0.9964,0.9984,4.5229,0.7644,2.0202,0.7438,1.2322,3.7367,1.6267,0.4396,3.3078,0.2689,0.5766,6.1184,0.5880,1.8016,1.0062,1.1897,0.6887,1.9610,0.4204,0.9033,3.1611,0.9193,2.8225,0.5199,0.7053,4.6217,0.2432,0.4056,0.2493,1.1995,0.7727,0.3270,1.9336,0.4178,1.0218,0.9556,0.3205,2.8270,0.4471,0.1843,1.8081,0.7542,0.3567
0.9802,0.9894,4.6018,0.7452,1.8983,0.7924,1.1602,3.2116,1.6614,0.4329,3.1316,0.2810,0.5646,5.2981,0.5893,1.7874,0.9123,1.1306,0.6747,1.9159,0.4340,0.8800,2.9831,0.9099,2.7858,0.5137,0.6917,4.5956,0.2500,0.4019,0.2419,1.1739,0.8048,0.3155,1.8278,0.4757,0.9986,0.9526,0.3616,2.8157,0.4636,0.2101,1.8234,0.7577,0.3731
1.0183,1.0102,3.5614,0.6680,2.2320,0.7490,1.0287,3.5650,1.3748,0.4079,3.4677,0.3301,0.5302,5.5387,0.6059,1.6925,1.1649,1.3386,0.7235,1.8408,0.5902,0.9405,2.8348,1.0832,3.0021,0.5962,0.7106,4.6642,0.3073,0.4339,0.3156,1.1729,0.8092,0.4103,1.8062,0.5066,1.3097,0.8175,0.3324,2.9718,0.4213,0.2029,1.6622,0.7938,0.3965
1.0687,1.0374,3.4807,0.6616,2.2707,0.6608,1.0129,3.7835,1.3123,0.4122,3.4642,0.3005,0.5363,5.7722,0.5967,1.6910,1.0959,1.3061,0.7338,1.7970,0.5511,0.9548,2.7511,1.0943,3.0105,0.5223,0.6775,4.5929,0.2766,0.4221,0.3216,1.1354,0.8379,0.4185,1.7382,0.5028,1.3196,0.7942,0.3113,2.9019,0.4205,0.1939,1.5824,0.8106,0.4069
1.0622,1.0405,4.3435,0.7252,1.8693,0.7880,1.1218,3.1901,1.5839,0.4409,2.9761,0.3005,0.5777,5.0790,0.6041,1.8045,0.9214,1.0853,0.6958,1.8222,0.4842,0.9118,2.8187,0.9733,2.8479,0.5114,0.6645,4.5341,0.2634,0.4040,0.2550,1.1000,0.8968,0.3342,1.7016,0.5255,1.0439,0.9471,0.3588,2.7371,0.4878,0.2181,1.6987,0.7967,0.3930
0.9340,0.9542,4.7838,0.8319,2.2982,0.8937,1.4214,4.8456,1.8468,0.4408,3.8861,0.3015,0.5750,8.1937,0.6229,1.7777,1.5308,1.5002,0.6794,2.1680,0.4548,0.8862,3.7043,0.9397,2.7397,0.6920,0.8370,4.6327,0.2799,0.4435,0.2402,1.3436,0.6264,0.3132,2.2957,0.2971,0.9684,0.9532,0.2646,2.8711,0.3856,0.1402,1.9032,0.6912,0.3101
1.0017,1.0014,4.1855,0.6976,1.9415,0.7402,1.1012,3.5519,1.5214,0.4164,3.1328,0.2857,0.5462,5.7312,0.5873,1.6811,1.0135,1.1387,0.6771,1.8304,0.4648,0.8882,2.8893,0.9554,2.7336,0.5110,0.6653,4.4109,0.2534,0.3971,0.2610,1.1328,0.8390,0.3424,1.7882,0.4586,1.0538,0.9223,0.3194,2.7298,0.4575,0.1906,1.6782,0.7830,0.3781
1.0413,1.0256,4.0217,0.7382,2.2426,0.6804,1.1802,4.1020,1.5097,0.4368,3.5466,0.2744,0.5758,6.4870,0.6088,1.7295,1.0975,1.3313,0.7199,1.9239,0.4592,0.9489,3.0760,1.0188,2.8502,0.5204,0.7222,4.5075,0.2539,0.4274,0.2831,1.1862,0.7652,0.3731,1.8965,0.4184,1.1208,0.8673,0.2966,2.7791,0.4231,0.1755,1.6609,0.7800,0.3701
1.1375,1.0695,3.1586,0.6216,2.3497,0.5548,0.9388,3.9146,1.1666,0.4064,3.4524,0.2760,0.5319,5.7518,0.5804,1.6466,1.0103,1.2752,0.7598,1.7074,0.5488,0.9945,2.5787,1.1540,3.0784,0.4530,0.6306,4.5231,0.2567,0.4123,0.3535,1.0865,0.9050,0.4626,1.6410,0.5432,1.4320,0.7469,0.2968,2.8783,0.4232,0.1941,1.4477,0.8558,0.4329
0.9626,0.9760,4.5563,0.7824,2.1660,0.7697,1.3015,4.2550,1.7010,0.4351,3.5964,0.2738,0.5730,7.0650,0.6050,1.7320,1.1935,1.3426,0.6844,2.0430,0.4246,0.9011,3.3987,0.9385,2.7240,0.5741,0.7627,4.5229,0.2528,0.4242,0.2494,1.2607,0.6990,0.3284,2.0973,0.3558,0.9927,0.9450,0.2892,2.7910,0.4160,0.1608,1.7992,0.7324,0.3343
1.0501,1.0320,4.5870,0.7905,2.0575,0.8387,1.2697,3.6899,1.7529,0.4557,3.3260,0.3051,0.5984,5.9648,0.6375,1.8187,1.0907,1.2710,0.7037,1.9731,0.4793,0.9240,3.1694,1.0016,2.8084,0.5795,0.7540,4.5397,0.2731,0.4347,0.2480,1.1827,0.7881,0.3256,1.8998,0.4394,0.9897,0.9529,0.3308,2.7212,0.4491,0.1907,1.7320,0.7570,0.3589
1.0384,1.0205,3.3425,0.6791,2.8176,0.4764,1.1063,8.6103,1.1569,0.4122,4.2922,0.2216,0.5411,13.1166,0.5381,1.7212,1.8697,1.4856,0.7569,1.8996,0.4140,0.9935,3.0944,1.0053,3.1604,0.4411,0.6575,4.8144,0.2157,0.3991,0.3449,1.2220,0.6767,0.4528,1.9906,0.2214,1.4404,0.7209,0.1448,3.0970,0.3526,0.0879,1.6576,0.7967,0.3726
1.1600,1.0879,3.6169,0.6994,2.1952,0.7237,1.0747,3.5370,1.4205,0.4428,3.2993,0.3272,0.5830,5.3161,0.6422,1.7571,1.0637,1.2957,0.7573,1.7980,0.5967,0.9973,2.7630,1.1712,3.0055,0.5528,0.7061,4.5172,0.2999,0.4470,0.3147,1.0996,0.9039,0.4144,1.6898,0.5610,1.2489,0.8374,0.3382,2.7626,0.4543,0.2141,1.5147,0.8336,0.4120
0.9525,0.9740,4.0085,0.6765,1.9409,0.7102,1.0122,2.9767,1.4367,0.4075,3.1403,0.2792,0.5276,4.8162,0.5648,1.7167,0.8533,1.1255,0.6826,1.8336,0.4574,0.8839,2.7435,0.9253,2.8759,0.4861,0.6572,4.6532,0.2534,0.3958,0.2755,1.1635,0.8221,0.3568,1.7409,0.5361,1.1608,0.8736,0.3807,2.9528,0.4554,0.2293,1.8023,0.7800,0.4026
1.1867,1.1093,4.0856,0.8018,2.3484,0.8046,1.2907,4.4637,1.6202,0.4814,3.5873,0.3337,0.6343,6.8186,0.6720,1.9124,1.3429,1.4226,0.7688,1.9562,0.5702,1.0131,3.1490,1.1482,3.0545,0.6202,0.7757,4.6659,0.3048,0.4657,0.2875,1.1544,0.8071,0.3788,1.8583,0.4246,1.1420,0.8778,0.2869,2.7535,0.4314,0.1722,1.6115,0.7911,0.3730
1.0153,1.0094,3.8913,0.7209,2.2395,0.7323,1.1280,3.5380,1.5094,0.4277,3.5456,0.3008,0.5612,5.6013,0.6199,1.6991,1.0542,1.3753,0.7209,1.9240,0.5099,0.9461,3.0102,1.0510,2.8641,0.5665,0.7463,4.5344,0.2819,0.4427,0.2933,1.2040,0.7642,0.3849,1.8837,0.4837,1.1653,0.8490,0.3435,2.8375,0.4224,0.2038,1.6735,0.7785,0.3791
0.9572,0.9737,4.2637,0.7603,2.2341,0.7374,1.2283,3.8397,1.6002,0.4295,3.6661,0.2763,0.5638,6.3009,0.5997,1.7269,1.0897,1.3760,0.6981,2.0279,0.4415,0.9163,3.2759,0.9581,2.8067,0.5666,0.7611,4.6057,0.2600,0.4300,0.2687,1.2692,0.6963,0.3527,2.0502,0.4051,1.0802,0.8935,0.3218,2.8825,0.4101,0.1818,1.8042,0.7415,0.3497
1.0333,1.0212,4.4569,0.7791,2.1055,0.7740,1.2781,3.9793,1.6762,0.4490,3.4029,0.2866,0.5935,6.4313,0.6207,1.7788,1.1169,1.2798,0.7044,1.9754,0.4550,0.9311,3.2408,0.9854,2.7906,0.5628,0.7429,4.5102,0.2613,0.4282,0.2554,1.1968,0.7699,0.3376,1.9636,0.4074,1.0120,0.9524,0.3072,2.7326,0.4422,0.1770,1.7214,0.7618,0.3513
0.9953,0.9978,3.5306,0.6607,2.2533,0.6753,1.0036,3.3374,1.3501,0.4040,3.5138,0.2976,0.5264,5.2044,0.5950,1.6422,0.9954,1.3437,0.7233,1.8447,0.5315,0.9425,2.8021,1.0626,2.9400,0.5359,0.7054,4.5847,0.2811,0.4313,0.3195,1.1855,0.7908,0.4163,1.8008,0.5339,1.2986,0.7974,0.3545,2.9464,0.4183,0.2167,1.6499,0.7967,0.4025
1.0208,1.0125,4.0805,0.7407,2.1818,0.8035,1.1709,3.5559,1.6078,0.4336,3.4831,0.3183,0.5684,5.6767,0.6369,1.7176,1.1178,1.3724,0.7122,1.9422,0.5271,0.9337,3.0705,1.0547,2.8213,0.6046,0.7653,4.5040,0.2935,0.4480,0.2786,1.2015,0.7685,0.3653,1.8996,0.4715,1.1038,0.8815,0.3421,2.7864,0.4279,0.2003,1.6827,0.7674,0.3703
1.1248,1.0749,4.1000,0.7425,2.1090,0.6742,1.1939,4.0093,1.5439,0.4518,3.2722,0.2742,0.6012,6.2207,0.6280,1.7392,1.0229,1.2322,0.7269,1.8534,0.4617,0.9672,2.9803,1.0573,2.7981,0.4901,0.6979,4.3415,0.2468,0.4247,0.2751,1.1114,0.8581,0.3660,1.7871,0.4514,1.0589,0.9108,0.2979,2.6032,0.4586,0.1813,1.5462,0.8097,0.3785
0.9789,0.9875,3.9437,0.7222,2.2871,0.6940,1.1612,4.1169,1.4678,0.4197,3.6716,0.2790,0.5500,6.6092,0.5901,1.7050,1.1631,1.3666,0.7079,1.9553,0.4664,0.9275,3.1439,0.9865,2.8757,0.5533,0.7278,4.6166,0.2620,0.4230,0.2882,1.2333,0.7218,0.3776,1.9830,0.4010,1.1706,0.8563,0.2958,2.9119,0.4056,0.1719,1.7419,0.7616,0.3615
1.0286,1.0180,4.4453,0.7720,2.0800,0.8234,1.2402,3.8373,1.6671,0.4449,3.3661,0.3052,0.5808,6.2100,0.6178,1.8245,1.1503,1.2624,0.6995,1.9645,0.4848,0.9132,3.1557,0.9815,2.8688,0.5846,0.7367,4.6426,0.2737,0.4245,0.2546,1.1925,0.7775,0.3324,1.9156,0.4215,1.0444,0.9375,0.3163,2.8182,0.4390,0.1823,1.7738,0.7523,0.3587
1.0793,1.0491,4.3855,0.8046,2.2423,0.8078,1.3148,4.4077,1.6766,0.4641,3.5664,0.3074,0.6095,7.0106,0.6379,1.8738,1.2914,1.3635,0.7283,2.0079,0.4961,0.9564,3.2812,1.0297,2.9400,0.6044,0.7676,4.6762,0.2802,0.4428,0.2641,1.2033,0.7552,0.3469,1.9664,0.3842,1.0663,0.9200,0.2864,2.8024,0.4265,0.1652,1.7362,0.7576,0.3530
0.9933,0.9956,4.1837,0.7461,2.2130,0.7407,1.1942,4.1445,1.5569,0.4293,3.5804,0.2852,0.5595,6.7052,0.5994,1.7572,1.1871,1.3323,0.6995,1.9669,0.4636,0.9116,3.1481,0.9744,2.8631,0.5573,0.7319,4.6321,0.2611,0.4211,0.2705,1.2211,0.7313,0.3525,1.9544,0.3905,1.1072,0.8793,0.2933,2.8757,0.4119,0.1688,1.7690,0.7499,0.3595
0.9968,0.9977,3.6670,0.6894,2.2738,0.6917,1.0801,3.4899,1.4145,0.4133,3.5758,0.2960,0.5430,5.4882,0.6052,1.6459,1.0352,1.3793,0.7229,1.8962,0.5172,0.9498,2.9709,1.0576,2.8790,0.5604,0.7314,4.5274,0.2817,0.4385,0.3100,1.2085,0.7668,0.4073,1.8934,0.4996,1.2346,0.8308,0.3455,2.8855,0.4177,0.2071,1.6512,0.7877,0.3827
0.9797,0.9886,3.4167,0.6840,2.8863,0.5103,1.1334,9.2839,1.2021,0.4032,4.4908,0.2297,0.5284,14.4446,0.5411,1.6762,2.1574,1.5799,0.7399,1.9531,0.4178,0.9696,3.2362,0.9842,3.0760,0.4833,0.6871,4.7859,0.2253,0.4050,0.3369,1.2698,0.6229,0.4415,2.1040,0.1937,1.4007,0.7206,0.1352,3.1115,0.3359,0.0797,1.7109,0.7724,0.3557
1.0303,1.0223,4.5342,0.8031,2.1485,0.6155,1.3299,4.7136,1.5627,0.4618,3.4577,0.2233,0.6091,7.5858,0.5670,1.8996,1.0298,1.1917,0.7129,1.9955,0.3475,0.9404,3.3044,0.8823,2.9327,0.4486,0.6878,4.7198,0.2055,0.3954,0.2530,1.2129,0.7404,0.3338,2.0085,0.3375,1.0409,0.9557,0.2631,2.8688,0.4377,0.1512,1.8437,0.7584,0.3472
0.9400,0.9617,4.5467,0.7700,2.0733,0.8293,1.2182,3.4997,1.6725,0.4309,3.4642,0.2931,0.5587,5.8477,0.5911,1.8182,1.0666,1.2743,0.6810,2.0336,0.4528,0.8830,3.2173,0.9132,2.8739,0.5868,0.7481,4.8020,0.2691,0.4186,0.2503,1.2655,0.7166,0.3245,2.0021,0.4245,1.0561,0.9287,0.3478,2.9883,0.4259,0.1946,1.9344,0.7255,0.3537
1.0243,1.0157,4.3812,0.7678,2.1023,0.7403,1.2370,3.9281,1.5994,0.4450,3.3943,0.2771,0.5837,6.3422,0.5987,1.8200,1.0716,1.2391,0.7044,1.9623,0.4423,0.9240,3.1617,0.9557,2.8811,0.5342,0.7164,4.6518,0.2521,0.4152,0.2596,1.1966,0.7713,0.3405,1.9280,0.4128,1.0618,0.9315,0.3094,2.8366,0.4395,0.1793,1.7769,0.7603,0.3597
