0.9670,0.9798,4.2577
1.0155,1.0132,5.5948
1.0127,1.0089,4.8845
0.9329,0.9597,4.0309
1.0686,1.0451,4.6997
0.9854,0.9910,4.0411
1.0729,1.0454,4.4244
1.1350,1.0759,3.7396
1.0281,1.0196,4.8977
1.0377,1.0246,4.6651
0.9113,0.9380,6.0183
0.9842,0.9900,4.8719
1.1207,1.0816,5.3521
1.0762,1.0513,5.3663
1.0765,1.0408,3.0115
1.0159,1.0110,4.1156
1.0267,1.0172,4.7756
1.0049,1.0003,3.6186
1.0180,1.0123,4.5501
1.0447,1.0284,4.5728
0.8809,0.9265,4.1976
0.9858,0.9913,4.0409
0.9496,0.9694,4.1350
1.0363,1.0225,4.2316
1.0099,1.0086,4.5781
1.0029,1.0030,4.5271
1.0423,1.0262,4.3159
1.0061,1.0042,4.3594
0.9992,1.0001,4.0846
1.0373,1.0252,4.0036
0.9028,0.9381,4.4896
1.0262,1.0174,4.6139
0.9924,0.9970,3.7541
1.0330,1.0157,2.8855
1.0261,1.0163,4.0561
1.0282,1.0183,4.4082
1.0374,1.0270,5.8191
0.8733,0.9158,4.8378
0.9569,0.9732,4.8565
0.9766,0.9868,3.4934
0.9935,0.9961,4.6472
0.9710,0.9811,4.9191
1.0043,1.0039,5.2071
1.0330,1.0198,3.9127
1.0147,1.0104,4.7819
0.9521,0.9728,4.4847
0.9460,0.9672,4.9983
1.0693,1.0399,3.7893
1.0124,1.0090,4.5100
1.0345,1.0230,4.7620
0.9871,0.9925,5.3081
0.9390,0.9602,4.6252
1.0233,1.0153,4.3068
1.0147,1.0096,4.0969
0.9965,0.9985,3.9819
0.9378,0.9624,4.2310
1.1894,1.1217,4.9032
1.0838,1.0488,3.9056
1.0310,1.0198,4.3792
1.1117,1.0673,4.2230
1.1066,1.0694,4.9301
1.0202,1.0121,3.9929
0.9642,0.9783,3.8119
0.9895,0.9937,4.6718
1.0256,1.0168,4.6374
0.8940,0.9279,5.2379
1.0098,1.0071,4.3172
1.0310,1.0203,4.6010
1.0812,1.0548,5.1808
0.9601,0.9792,3.9813
1.0809,1.0495,4.0856
1.0028,1.0001,3.2530
1.0662,1.0430,4.5839
0.9873,0.9931,4.0138
0.9623,0.9759,4.8093
0.9935,0.9962,4.5934
0.9774,0.9868,4.6406
1.0127,1.0052,3.2903
0.9864,0.9923,3.8128
0.9603,0.9759,5.5902
0.9910,0.9948,4.2707
0.9985,1.0005,4.3792
1.3008,1.1746,4.1422
0.9546,0.9726,4.1633
1.0173,1.0110,4.3334
1.0498,1.0295,3.8277
0.9806,0.9877,3.9523
1.0188,1.0118,4.9833
0.9967,0.9997,4.1622
1.1065,1.0664,4.4812
1.0443,1.0276,4.2082
1.0513,1.0321,4.2599
1.0379,1.0231,4.1587
1.1347,1.0916,5.1361
0.9332,0.9567,4.5752
1.0393,1.0258,4.7531
0.9715,0.9881,2.6427
0.9888,0.9930,4.4069
0.9903,0.9941,4.4584
1.0076,1.0048,3.7093
1.1138,1.0678,4.1823
1.1408,1.0977,4.8980
1.0613,1.0385,4.0464
1.0059,1.0038,4.1968
0.9099,0.9438,4.0822
1.0036,1.0031,4.6954
1.1275,1.0809,4.7168
1.0823,1.0490,3.9928
1.0550,1.0362,4.6761
1.0653,1.0404,4.1818
0.9950,0.9983,5.6105
0.9601,0.9781,6.3707
0.9926,0.9966,2.7953
1.0452,1.0302,4.5417
1.0920,1.0592,4.7789
0.9848,0.9923,4.4259
0.9913,0.9952,4.0393
0.9552,0.9711,4.4851
1.0261,1.0177,5.2754
1.0090,1.0062,4.6378
1.0029,1.0019,4.6744
1.0003,1.0017,4.8462
1.0802,1.0454,3.7122
0.9801,0.9884,4.4471
0.9487,0.9658,5.1082
1.0073,1.0063,4.8295
0.9150,0.9427,5.2508
0.9020,0.9382,4.4542
1.0805,1.0548,5.2547
1.0277,1.0183,4.5445
1.0001,1.0010,5.3707
0.9884,0.9929,4.9815
1.0321,1.0212,4.7687
0.9401,0.9610,4.9390
1.0340,1.0229,4.7358
0.9301,0.9548,4.7853
1.0544,1.0376,5.3307
0.8543,0.8952,5.7023
0.9254,0.9523,4.4718
1.1160,1.0735,4.6779
0.9554,0.9724,4.2097
1.0992,1.0657,5.1988
1.0144,1.0095,4.3724
1.0039,1.0020,4.0519
1.1290,1.0830,4.6579
0.9968,0.9992,4.5832
1.0625,1.0414,5.0240
1.0697,1.0423,4.2164
1.0201,1.0147,4.9833
1.0299,1.0224,5.1915
1.0375,1.0254,4.6938
0.9899,0.9940,4.6133
1.0604,1.0404,4.8745
1.0581,1.0368,4.4455
0.9887,0.9933,4.9183
0.9526,0.9698,4.6695
1.0529,1.0372,5.2905
0.9972,0.9995,5.1061
1.0108,1.0074,4.6120
1.1266,1.0823,4.9418
1.0788,1.0526,4.9623
1.0019,1.0021,4.8900
0.9826,0.9886,5.0481
1.0301,1.0193,4.5391
0.9639,0.9771,4.8196
0.9647,0.9779,4.5491
0.9913,0.9939,4.8109
0.8194,0.8775,4.9679
0.9502,0.9689,4.2994
1.0020,1.0025,4.6374
1.0344,1.0185,3.4033
1.0495,1.0329,4.5355
0.9150,0.9478,3.9163
0.9953,0.9973,4.6625
1.0461,1.0309,4.5903
1.0007,1.0013,4.0297
0.9988,1.0001,4.4663
1.0107,1.0070,4.1791
0.9446,0.9647,4.4891
1.0239,1.0150,4.4499
0.9503,0.9690,4.3433
0.9750,0.9848,3.9402
1.0834,1.0567,5.1975
1.0985,1.0600,4.0487
1.1154,1.0707,4.4683
1.1759,1.1039,4.2601
1.0475,1.0288,4.1553
1.0137,1.0078,4.0319
1.0023,1.0011,4.1402
1.0078,1.0058,5.5709
0.9908,0.9957,4.5882
0.9791,0.9923,5.1448
1.0425,1.0273,4.5305
0.9912,0.9955,3.5997
1.1326,1.0879,5.5131
0.9740,0.9926,5.4559
1.1101,1.0625,3.7601
1.0875,1.0514,3.9750
0.9887,0.9929,3.6268
1.0300,1.0233,5.5612
1.1181,1.0700,3.8364
0.9571,0.9767,3.8166
0.9752,0.9862,4.4907
0.9497,0.9698,4.2570
0.9951,0.9975,3.5191
1.0651,1.0418,4.4805
0.9801,0.9910,3.7952
1.0562,1.0331,3.8437
1.0887,1.0414,4.1645
1.0027,1.0014,2.8909
0.9637,0.9827,3.1075
0.9809,0.9895,4.1113
1.0367,1.0219,3.5566
1.0021,1.0031,4.2707
1.3800,1.2193,4.2086
